DEPT,BIWEEKLY_PAY_PERIOD_END_DATE,HIGH_CONSUMER,Total_Empl
Metro Police,5/23/2015,144,1559
Metro Police,3/12/2016,135,1564
Metro Police,8/26/2017,186,1586
Office of Performance Improvmt,6/22/2013,1,7
Belle of Louisville           ,12/22/2012,3,28
Belle of Louisville           ,3/29/2014,3,32
Belle of Louisville           ,4/11/2015,5,41
Belle of Louisville           ,1/2/2016,1,23
Belle of Louisville           ,3/26/2016,1,31
Belle of Louisville           ,9/10/2016,1,60
Belle of Louisville           ,1/28/2017,2,23
Codes & Regulations,11/10/2012,31,125
Codes & Regulations,8/17/2013,19,120
Codes & Regulations,4/26/2014,20,120
Commonwealth Attorney         ,3/3/2012,0,20
Commonwealth Attorney         ,8/4/2012,0,20
Commonwealth Attorney         ,1/17/2015,0,23
Commonwealth Attorney         ,5/23/2015,0,23
Commonwealth Attorney         ,7/29/2017,0,20
Community Services,11/10/2012,93,243
Community Services,1/19/2013,100,238
Community Services,4/27/2013,96,224
Community Services,8/17/2013,83,209
Community Services,11/9/2013,85,232
Coroner                       ,7/20/2013,0,19
Coroner                       ,9/14/2013,0,19
Coroner                       ,10/25/2014,0,18
Coroner                       ,5/9/2015,0,18
Coroner                       ,12/17/2016,0,15
Corrections                   ,11/24/2012,138,516
Corrections                   ,2/16/2013,139,528
Corrections                   ,10/24/2015,93,539
Corrections                   ,5/21/2016,123,539
Corrections                   ,6/4/2016,122,534
County Attorney               ,2/4/2012,0,91
County Attorney               ,5/12/2012,1,91
County Attorney               ,8/18/2012,0,90
County Attorney               ,9/29/2012,0,93
County Attorney               ,2/14/2015,0,96
County Attorney               ,8/1/2015,0,94
County Attorney               ,8/27/2016,0,98
County Attorney               ,2/25/2017,0,102
County Attorney               ,7/15/2017,0,103
Dept of Information Technology,3/16/2013,12,58
Dept of Information Technology,7/20/2013,15,57
Dept of Information Technology,5/9/2015,12,51
Dept of Information Technology,5/23/2015,11,52
Dept of Information Technology,10/10/2015,9,54
Dept of Information Technology,1/14/2017,9,62
Dept of Information Technology,7/29/2017,12,61
Develop Louisville,1/7/2012,29,84
Develop Louisville,10/12/2013,20,99
Develop Louisville,3/29/2014,25,106
Develop Louisville,1/2/2016,20,114
Develop Louisville,12/31/2016,19,113
Develop Louisville,1/28/2017,17,118
Econ Growth & Innovation ,7/7/2012,6,26
Econ Growth & Innovation ,6/7/2014,1,26
Econ Growth & Innovation ,12/20/2014,1,28
Econ Growth & Innovation ,11/7/2015,1,25
Econ Growth & Innovation ,5/6/2017,0,23
Econ Growth & Innovation-APCD,6/23/2012,23,65
Econ Growth & Innovation-APCD,10/13/2012,17,63
Econ Growth & Innovation-APCD,12/22/2012,20,61
Econ Growth & Innovation-APCD,4/11/2015,11,55
Econ Growth & Innovation-APCD,7/30/2016,15,50
Econ Growth & Innovation-APCD,1/28/2017,11,50
Econ Growth & Innovation-APCD,4/22/2017,12,51
Emergency Mgt Agency/MetroSafe,10/10/2015,44,188
Emergency Mgt Agency/MetroSafe,6/18/2016,36,191
Fire & Rescue                 ,11/24/2012,70,468
Fire & Rescue                 ,2/16/2013,86,468
Fire & Rescue                 ,6/8/2013,87,464
Fire & Rescue                 ,7/4/2015,79,509
Fire & Rescue                 ,11/21/2015,78,486
Fire & Rescue                 ,6/4/2016,81,481
Fleet & Facilities,3/3/2012,80,198
Fleet & Facilities,6/22/2013,61,203
Fleet & Facilities,11/23/2013,62,201
Fleet & Facilities,2/15/2014,67,205
Fleet & Facilities,1/31/2015,50,200
Fleet & Facilities,7/29/2017,62,190
Human Relations Commission    ,11/10/2012,4,16
Human Relations Commission    ,8/17/2013,1,16
Human Relations Commission    ,8/16/2014,2,23
Human Relations Commission    ,4/23/2016,0,19
Human Relations Commission    ,5/21/2016,0,19
Human Resources,11/26/2011,4,34
Human Resources,1/19/2013,4,39
Human Resources,7/6/2013,2,34
Human Resources,9/28/2013,2,32
Internal Auditor              ,2/18/2012,1,7
Internal Auditor              ,12/22/2012,1,7
Internal Auditor              ,3/30/2013,0,7
Internal Auditor              ,4/12/2014,0,6
Internal Auditor              ,4/11/2015,1,7
Internal Auditor              ,9/26/2015,0,6
Internal Auditor              ,12/19/2015,0,6
Internal Auditor              ,12/31/2016,1,7
Internal Auditor              ,4/8/2017,1,7
Internal Auditor              ,5/20/2017,0,7
Internal Auditor              ,7/1/2017,0,7
Kentuckiana Works Foundation,7/7/2012,5,17
Kentuckiana Works Foundation,8/30/2014,4,18
Kentuckiana Works Foundation,12/20/2014,5,19
Kentuckiana Works Foundation,2/28/2015,4,20
Kentuckiana Works Foundation,6/6/2015,1,19
Kentuckiana Works Foundation,11/19/2016,3,24
Library,11/10/2012,54,289
Library,7/5/2014,39,283
Library,4/23/2016,46,297
Louisville Metro Council      ,11/26/2011,11,93
Louisville Metro Council      ,1/19/2013,11,88
Louisville Metro Council      ,4/27/2013,11,84
Louisville Metro Council      ,7/6/2013,11,89
Louisville Metro Council      ,1/31/2015,16,80
Louisville Metro EMS,11/10/2012,34,231
Louisville Metro EMS,2/16/2013,28,240
Louisville Metro EMS,11/9/2013,16,242
Louisville Metro EMS,5/10/2014,10,243
Louisville Metro EMS,9/24/2016,36,226
Mayor's Office                ,4/14/2012,1,24
Mayor's Office                ,9/15/2012,1,23
Mayor's Office                ,4/25/2015,2,20
Belle of Louisville           ,7/16/2016,1,64
Belle of Louisville           ,7/30/2016,1,66
Belle of Louisville           ,9/24/2016,0,60
Codes & Regulations,3/17/2012,46,132
Codes & Regulations,7/18/2015,22,129
Codes & Regulations,8/1/2015,23,125
Codes & Regulations,11/7/2015,25,133
Codes & Regulations,2/25/2017,39,143
Commonwealth Attorney         ,12/24/2011,0,20
Commonwealth Attorney         ,3/17/2012,0,20
Commonwealth Attorney         ,4/26/2014,0,20
Commonwealth Attorney         ,8/2/2014,0,19
Commonwealth Attorney         ,6/6/2015,0,23
Commonwealth Attorney         ,8/1/2015,0,22
Commonwealth Attorney         ,12/5/2015,0,25
Community Services,1/21/2012,109,233
Community Services,10/13/2012,93,236
Community Services,4/13/2013,98,225
Community Services,3/29/2014,50,151
Community Services,5/10/2014,47,135
Community Services,8/15/2015,46,132
Community Services,10/10/2015,44,142
Community Services,4/23/2016,43,132
Community Services,10/8/2016,39,134
Coroner                       ,3/3/2012,0,20
Coroner                       ,4/14/2012,0,20
Coroner                       ,3/15/2014,0,19
Corrections                   ,2/4/2012,156,533
Corrections                   ,10/26/2013,109,529
Corrections                   ,7/19/2014,130,529
Corrections                   ,9/27/2014,129,510
Corrections                   ,1/17/2015,124,524
County Attorney               ,4/28/2012,1,90
County Attorney               ,11/23/2013,0,94
County Attorney               ,12/19/2015,0,100
County Attorney               ,11/5/2016,0,101
Dept of Information Technology,11/12/2011,11,58
Dept of Information Technology,1/21/2012,15,57
Dept of Information Technology,10/11/2014,17,52
Dept of Information Technology,10/8/2016,11,61
Develop Louisville,7/5/2014,26,113
Econ Growth & Innovation ,2/1/2014,1,27
Econ Growth & Innovation ,9/13/2014,0,26
Econ Growth & Innovation ,1/3/2015,1,28
Econ Growth & Innovation ,9/12/2015,0,26
Econ Growth & Innovation ,3/26/2016,0,24
Econ Growth & Innovation-APCD,7/7/2012,21,65
Econ Growth & Innovation-APCD,9/15/2012,17,64
Econ Growth & Innovation-APCD,9/27/2014,16,55
Econ Growth & Innovation-APCD,9/26/2015,15,53
Econ Growth & Innovation-APCD,4/23/2016,14,55
Emergency Mgt Agency/MetroSafe,2/18/2012,34,187
Emergency Mgt Agency/MetroSafe,10/27/2012,39,193
Emergency Mgt Agency/MetroSafe,11/10/2012,38,192
Emergency Mgt Agency/MetroSafe,2/16/2013,35,188
Emergency Mgt Agency/MetroSafe,11/8/2014,28,193
Emergency Mgt Agency/MetroSafe,6/4/2016,34,194
Emergency Mgt Agency/MetroSafe,9/10/2016,38,184
Emergency Mgt Agency/MetroSafe,2/11/2017,35,184
Emergency Mgt Agency/MetroSafe,7/29/2017,39,187
Fire & Rescue                 ,12/6/2014,73,481
Fire & Rescue                 ,1/16/2016,80,485
Fire & Rescue                 ,2/27/2016,78,484
Fire & Rescue                 ,4/9/2016,79,484
Fire & Rescue                 ,5/7/2016,86,483
Fleet & Facilities,4/14/2012,81,197
Fleet & Facilities,7/20/2013,63,202
Fleet & Facilities,4/9/2016,68,197
Fleet & Facilities,7/15/2017,65,189
Human Relations Commission    ,4/28/2012,3,19
Human Relations Commission    ,5/12/2012,3,19
Human Relations Commission    ,7/30/2016,2,18
Human Relations Commission    ,11/5/2016,2,19
Human Resources,4/12/2014,2,33
Human Resources,8/16/2014,2,39
Human Resources,4/25/2015,1,40
Human Resources,4/8/2017,2,39
Human Resources,6/3/2017,3,40
Internal Auditor              ,3/17/2012,1,8
Internal Auditor              ,8/2/2014,0,7
Internal Auditor              ,7/18/2015,0,6
Internal Auditor              ,11/7/2015,0,6
Internal Auditor              ,2/25/2017,1,7
Kentuckiana Works Foundation,9/14/2013,6,18
Kentuckiana Works Foundation,10/12/2013,7,18
Kentuckiana Works Foundation,1/18/2014,7,15
Kentuckiana Works Foundation,2/15/2014,7,17
Kentuckiana Works Foundation,4/11/2015,2,18
Kentuckiana Works Foundation,1/28/2017,3,24
Kentuckiana Works Foundation,6/3/2017,4,25
Library,11/9/2013,52,279
Library,5/23/2015,39,293
Library,8/26/2017,42,294
Louisville Metro Council      ,3/30/2013,11,85
Louisville Metro Council      ,1/4/2014,13,85
Louisville Metro Council      ,4/12/2014,16,82
Louisville Metro Council      ,8/16/2014,16,82
Louisville Metro Council      ,4/25/2015,11,79
Louisville Metro Council      ,4/8/2017,8,78
Louisville Metro EMS,1/21/2012,30,238
Louisville Metro EMS,10/13/2012,35,234
Louisville Metro EMS,3/29/2014,12,241
Louisville Metro EMS,8/15/2015,20,239
Louisville Metro EMS,10/10/2015,22,236
Louisville Metro EMS,8/13/2016,32,233
Louisville Metro EMS,10/8/2016,33,225
Mayor's Office                ,10/29/2011,1,24
Mayor's Office                ,6/9/2012,1,23
Mayor's Office                ,2/14/2015,1,20
Mayor's Office                ,4/22/2017,1,19
Metro Animal Services         ,5/26/2012,19,50
Metro Animal Services         ,9/29/2012,17,47
Metro Animal Services         ,2/1/2014,17,50
Metro Animal Services         ,6/21/2014,16,50
Metro Animal Services         ,8/27/2016,17,56
Metro Animal Services         ,6/17/2017,24,62
Metro Criminal Justice Comm   ,11/23/2013,0,4
Metro Criminal Justice Comm   ,2/1/2014,0,4
Metro Criminal Justice Comm   ,9/13/2014,0,4
Metro Criminal Justice Comm   ,1/3/2015,0,4
Belle of Louisville           ,5/12/2012,4,57
Belle of Louisville           ,12/21/2013,3,27
Belle of Louisville           ,3/15/2014,4,31
Belle of Louisville           ,2/14/2015,4,26
Belle of Louisville           ,8/1/2015,4,66
Codes & Regulations,9/15/2012,37,128
Codes & Regulations,12/21/2013,15,127
Codes & Regulations,2/14/2015,25,121
Codes & Regulations,2/27/2016,26,136
Commonwealth Attorney         ,7/5/2014,0,20
Commonwealth Attorney         ,1/31/2015,0,23
Commonwealth Attorney         ,6/18/2016,0,25
Community Services,9/15/2012,93,223
Community Services,4/25/2015,47,143
Community Services,2/27/2016,44,136
Coroner                       ,2/18/2012,0,20
Coroner                       ,11/10/2012,0,19
Coroner                       ,10/10/2015,0,16
Corrections                   ,3/2/2013,139,528
Corrections                   ,1/14/2017,153,536
Corrections                   ,5/6/2017,195,549
County Attorney               ,3/2/2013,0,90
County Attorney               ,10/12/2013,0,94
County Attorney               ,12/6/2014,0,94
County Attorney               ,4/11/2015,0,95
County Attorney               ,1/2/2016,0,101
County Attorney               ,3/26/2016,0,99
County Attorney               ,1/28/2017,0,100
County Attorney               ,7/1/2017,0,104
Dept of Information Technology,8/16/2014,17,53
Dept of Information Technology,9/27/2014,16,53
Dept of Information Technology,12/19/2015,11,56
Dept of Information Technology,6/18/2016,9,62
Develop Louisville,3/17/2012,26,89
Develop Louisville,5/12/2012,24,85
Develop Louisville,3/15/2014,26,108
Develop Louisville,8/2/2014,27,113
Develop Louisville,7/18/2015,23,117
Develop Louisville,8/1/2015,23,121
Develop Louisville,7/16/2016,18,124
Econ Growth & Innovation ,8/16/2014,0,26
Econ Growth & Innovation ,11/8/2014,0,26
Econ Growth & Innovation ,10/24/2015,0,26
Econ Growth & Innovation ,5/21/2016,0,24
Econ Growth & Innovation-APCD,1/21/2012,22,62
Econ Growth & Innovation-APCD,5/12/2012,21,64
Econ Growth & Innovation-APCD,12/21/2013,15,60
Econ Growth & Innovation-APCD,10/11/2014,17,56
Econ Growth & Innovation-APCD,8/1/2015,14,54
Econ Growth & Innovation-APCD,8/15/2015,13,54
Econ Growth & Innovation-APCD,3/12/2016,15,54
Econ Growth & Innovation-APCD,10/8/2016,15,50
Emergency Mgt Agency/MetroSafe,10/15/2011,39,189
Emergency Mgt Agency/MetroSafe,10/29/2011,38,189
Emergency Mgt Agency/MetroSafe,3/15/2014,31,197
Emergency Mgt Agency/MetroSafe,1/3/2015,34,197
Emergency Mgt Agency/MetroSafe,2/13/2016,33,182
Emergency Mgt Agency/MetroSafe,5/7/2016,34,190
Emergency Mgt Agency/MetroSafe,12/17/2016,38,179
Fire & Rescue                 ,11/10/2012,69,469
Fire & Rescue                 ,5/9/2015,76,510
Fire & Rescue                 ,4/23/2016,83,483
Fire & Rescue                 ,8/13/2016,75,479
Fire & Rescue                 ,2/11/2017,74,504
Fleet & Facilities,5/10/2014,61,205
Fleet & Facilities,6/20/2015,65,199
Fleet & Facilities,5/7/2016,65,200
Fleet & Facilities,9/9/2017,60,187
Human Relations Commission    ,10/15/2011,4,20
Human Relations Commission    ,10/29/2011,4,20
Human Relations Commission    ,7/4/2015,1,20
Human Resources,1/4/2014,2,30
Human Resources,2/13/2016,4,40
Internal Auditor              ,12/21/2013,1,6
Internal Auditor              ,8/30/2014,0,7
Internal Auditor              ,6/6/2015,0,7
Internal Auditor              ,8/1/2015,0,7
Kentuckiana Works Foundation,3/30/2013,7,16
Kentuckiana Works Foundation,4/12/2014,5,17
Kentuckiana Works Foundation,11/8/2014,5,19
Kentuckiana Works Foundation,2/11/2017,4,25
Kentuckiana Works Foundation,4/8/2017,3,25
Kentuckiana Works Foundation,5/20/2017,5,25
Library,12/10/2011,43,299
Library,4/25/2015,33,289
Louisville Metro Council      ,12/7/2013,13,85
Louisville Metro Council      ,2/1/2014,12,85
Louisville Metro Council      ,6/3/2017,8,81
Louisville Metro EMS,3/3/2012,26,239
Louisville Metro EMS,9/15/2012,33,235
Louisville Metro EMS,4/25/2015,20,247
Louisville Metro EMS,5/9/2015,16,244
Louisville Metro EMS,2/27/2016,27,254
Louisville Metro EMS,4/23/2016,32,249
Mayor's Office                ,3/17/2012,1,24
Mayor's Office                ,11/10/2012,1,22
Mayor's Office                ,2/16/2013,2,20
Mayor's Office                ,8/17/2013,2,20
Mayor's Office                ,11/8/2014,1,21
Mayor's Office                ,3/14/2015,3,20
Mayor's Office                ,7/18/2015,0,19
Mayor's Office                ,10/24/2015,1,21
Mayor's Office                ,5/21/2016,1,22
Mayor's Office                ,9/24/2016,1,19
Mayor's Office                ,2/11/2017,1,19
Metro Animal Services         ,11/9/2013,19,51
Metro Animal Services         ,5/10/2014,20,52
Metro Animal Services         ,9/12/2015,22,57
Metro Animal Services         ,1/16/2016,21,57
Metro Animal Services         ,5/7/2016,21,54
Metro Criminal Justice Comm   ,12/22/2012,1,4
Metro Criminal Justice Comm   ,3/30/2013,0,4
Metro Criminal Justice Comm   ,12/19/2015,0,5
Metro Parks & Recreation,1/21/2012,81,343
Metro Parks & Recreation,1/4/2014,86,332
Metro Parks & Recreation,8/30/2014,85,374
Metro Parks & Recreation,8/15/2015,90,412
Metro Parks & Recreation,10/8/2016,72,385
Metro Police,11/9/2013,113,1494
Metro Police,2/4/2012,122,1516
Metro Police,5/25/2013,123,1523
Metro Police,11/22/2014,115,1558
Office of Performance Improvmt,1/7/2012,0,3
Office of Performance Improvmt,1/2/2016,0,12
OMB ,8/18/2012,47,172
OMB ,10/12/2013,41,178
OMB ,2/15/2014,34,181
OMB ,12/6/2014,48,181
OMB ,1/16/2016,49,197
Other Officials               ,3/1/2014,0,3
Other Officials               ,12/6/2014,0,3
Other Officials               ,5/7/2016,0,3
Other Officials               ,5/20/2017,0,3
Parking Authority of River Cty,6/9/2012,4,22
Parking Authority of River Cty,7/20/2013,4,25
Parking Authority of River Cty,7/4/2015,2,27
Parking Authority of River Cty,4/22/2017,4,28
Public Health & Wellness,3/30/2013,70,248
Public Health & Wellness,4/12/2014,61,232
Public Health & Wellness,8/16/2014,59,222
Public Health & Wellness,12/20/2014,59,204
Public Health & Wellness,1/3/2015,59,204
Public Health & Wellness,4/8/2017,56,219
Public Health & Wellness,6/3/2017,56,225
PW&A ,10/25/2014,126,445
PW&A ,10/22/2016,150,457
PW&A ,2/25/2017,137,461
Waterfront Development Corp,3/3/2012,2,17
Waterfront Development Corp,5/12/2012,4,22
Youth Detention Services      ,1/21/2012,19,118
Youth Detention Services      ,6/22/2013,22,122
Youth Detention Services      ,7/6/2013,19,121
Youth Detention Services      ,3/29/2014,20,118
Youth Detention Services      ,5/24/2014,19,121
Zoo,6/21/2014,15,264
Zoo,8/27/2016,19,249
Metro Police,7/19/2014,111,1547
Metro Police,5/21/2016,150,1543
Metro Police,6/4/2016,147,1541
Metro Police,8/13/2016,157,1565
Metro Police,9/10/2016,156,1550
Office of Performance Improvmt,1/21/2012,0,3
Office of Performance Improvmt,11/24/2012,0,5
Office of Performance Improvmt,1/4/2014,1,7
OMB ,10/1/2011,43,177
OMB ,7/7/2012,46,170
OMB ,9/15/2012,43,171
OMB ,3/16/2013,50,178
OMB ,9/14/2013,45,176
Other Officials               ,12/22/2012,0,3
Other Officials               ,9/28/2013,0,3
Other Officials               ,4/11/2015,0,3
Other Officials               ,9/12/2015,0,3
Other Officials               ,3/26/2016,0,3
Parking Authority of River Cty,3/3/2012,4,21
