SFY,All Funding Sources,AGE,Test Type,# of Tests
2011-2012,All,17,Ova/ Parasites,19
2011-2012,All,17,Total Cholesterol,1255
2011-2012,All,18,Sickle Cell,
2011-2012,All,18,Blood Lead,65
2011-2012,All,18,Lead Test,115
2011-2012,All,18,Lead Referral,23
2011-2012,All,18,""VDRL, RPR, ART"",1379
2011-2012,All,18,Gonorrhea,1982
2011-2012,All,18,Pap Smear,81
2011-2012,All,18,Chlamydia,2192
2011-2012,All,18,Pelvic Exam,73
2011-2012,All,18,Ova/ Parasites,
2011-2012,All,18,Total Cholesterol,756
2011-2012,All,19,Sickle Cell,
2011-2012,All,19,Blood Lead,22
2011-2012,All,19,Lead Test,
2011-2012,All,19,Lead Referral,0
2011-2012,All,19,""VDRL, RPR, ART"",108
2011-2012,All,19,Gonorrhea,341
2011-2012,All,19,Pap Smear,61
2011-2012,All,19,Chlamydia,452
2011-2012,All,19,Pelvic Exam,39
2011-2012,All,19,Ova/ Parasites,
2011-2012,All,19,Total Cholesterol,229
2011-2012,All,20,Sickle Cell,
2011-2012,All,20,Blood Lead,26
2011-2012,All,20,Lead Test,
2011-2012,All,20,Lead Referral,
2011-2012,All,20,""VDRL, RPR, ART"",85
2011-2012,All,20,Gonorrhea,241
2011-2012,All,20,Pap Smear,41
2011-2012,All,20,Chlamydia,264
2011-2012,All,20,Pelvic Exam,31
2011-2012,All,20,Ova/ Parasites,
2011-2012,All,20,Total Cholesterol,
2011-2012,All,UNKNOWN,Sickle Cell,0
2011-2012,All,UNKNOWN,Blood Lead,
2011-2012,All,UNKNOWN,Lead Test,38
2011-2012,All,UNKNOWN,Lead Referral,
2011-2012,All,UNKNOWN,""VDRL, RPR, ART"",
2011-2012,All,UNKNOWN,Gonorrhea,
2011-2012,All,UNKNOWN,Pap Smear,
2011-2012,All,UNKNOWN,Chlamydia,
2011-2012,All,UNKNOWN,Pelvic Exam,
2011-2012,All,UNKNOWN,Ova/ Parasites,0
2011-2012,All,UNKNOWN,Total Cholesterol,
2011-2012,FFS,0,Sickle Cell,
2011-2012,FFS,0,Blood Lead,94
2011-2012,FFS,0,Lead Test,
2011-2012,FFS,0,Lead Referral,94
2011-2012,FFS,0,""VDRL, RPR, ART"",
2011-2012,FFS,0,Gonorrhea,0
2011-2012,FFS,0,Pap Smear,0
2011-2012,FFS,0,Chlamydia,0
2011-2012,FFS,0,Pelvic Exam,
2011-2012,FFS,0,Ova/ Parasites,
2011-2012,FFS,0,Total Cholesterol,
2011-2012,FFS,1,Sickle Cell,18
2011-2012,FFS,1,Blood Lead,829
2011-2012,FFS,1,Lead Test,
2011-2012,FFS,1,Lead Referral,829
2011-2012,FFS,1,""VDRL, RPR, ART"",
2011-2012,FFS,1,Gonorrhea,0
2011-2012,FFS,1,Pap Smear,0
2011-2012,FFS,1,Chlamydia,
2011-2012,FFS,1,Pelvic Exam,0
2011-2012,FFS,1,Ova/ Parasites,
2011-2012,FFS,1,Total Cholesterol,
2011-2012,FFS,2,Sickle Cell,
2011-2012,FFS,2,Blood Lead,682
2011-2012,FFS,2,Lead Test,0
2011-2012,FFS,2,Lead Referral,682
2011-2012,FFS,2,""VDRL, RPR, ART"",0
2011-2012,FFS,2,Gonorrhea,0
2011-2012,FFS,2,Pap Smear,0
2011-2012,FFS,2,Chlamydia,
2011-2012,FFS,2,Pelvic Exam,0
2011-2012,FFS,2,Ova/ Parasites,
2011-2012,FFS,2,Total Cholesterol,
2011-2012,FFS,3,Sickle Cell,
2011-2012,FFS,3,Blood Lead,272
2011-2012,FFS,3,Lead Test,
2011-2012,FFS,3,Lead Referral,272
2011-2012,FFS,3,""VDRL, RPR, ART"",
2011-2012,FFS,3,Gonorrhea,0
2011-2012,FFS,3,Pap Smear,0
2011-2012,FFS,3,Chlamydia,0
2011-2012,FFS,3,Pelvic Exam,0
2011-2012,FFS,3,Ova/ Parasites,
2011-2012,FFS,3,Total Cholesterol,
2011-2012,FFS,4,Sickle Cell,
2011-2012,FFS,4,Blood Lead,322
2011-2012,FFS,4,Lead Test,
2011-2012,FFS,4,Lead Referral,322
2011-2012,FFS,4,""VDRL, RPR, ART"",
2011-2012,FFS,4,Gonorrhea,
2011-2012,FFS,4,Pap Smear,
2011-2012,FFS,4,Chlamydia,
2011-2012,FFS,4,Pelvic Exam,0
2011-2012,FFS,4,Ova/ Parasites,
2011-2012,FFS,4,Total Cholesterol,
2011-2012,FFS,5,Sickle Cell,
2011-2012,FFS,5,Blood Lead,169
2011-2012,FFS,5,Lead Test,
2011-2012,FFS,5,Lead Referral,169
2011-2012,FFS,5,""VDRL, RPR, ART"",
2011-2012,FFS,5,Gonorrhea,
2011-2012,FFS,5,Pap Smear,0
2011-2012,FFS,5,Chlamydia,
2011-2012,FFS,5,Pelvic Exam,0
2011-2012,FFS,5,Ova/ Parasites,
2011-2012,FFS,5,Total Cholesterol,
2011-2012,FFS,6,Sickle Cell,
2011-2012,FFS,6,Blood Lead,37
2011-2012,FFS,6,Lead Test,0
2011-2012,FFS,6,Lead Referral,37
2011-2012,FFS,6,""VDRL, RPR, ART"",0
2011-2012,FFS,6,Gonorrhea,0
2011-2012,FFS,6,Pap Smear,0
2011-2012,FFS,6,Chlamydia,0
2011-2012,FFS,6,Pelvic Exam,0
2011-2012,FFS,6,Ova/ Parasites,
2011-2012,FFS,6,Total Cholesterol,27
2011-2012,FFS,7,Sickle Cell,0
2011-2012,FFS,7,Blood Lead,14
2011-2012,FFS,7,Lead Test,0
2011-2012,FFS,7,Lead Referral,14
2011-2012,FFS,7,""VDRL, RPR, ART"",0
2011-2012,FFS,7,Gonorrhea,0
2011-2012,FFS,7,Pap Smear,0
2011-2012,FFS,7,Chlamydia,0
2011-2012,FFS,7,Pelvic Exam,0
2011-2012,FFS,7,Ova/ Parasites,0
2011-2012,FFS,7,Total Cholesterol,38
2011-2012,FFS,8,Sickle Cell,
2011-2012,FFS,8,Blood Lead,
2011-2012,FFS,8,Lead Test,0
2011-2012,FFS,8,Lead Referral,
2011-2012,FFS,8,""VDRL, RPR, ART"",0
2011-2012,FFS,8,Gonorrhea,0
2011-2012,FFS,8,Pap Smear,0
2011-2012,FFS,8,Chlamydia,0
2011-2012,FFS,8,Pelvic Exam,
2011-2012,FFS,8,Ova/ Parasites,0
2011-2012,FFS,8,Total Cholesterol,37
2011-2012,FFS,9,Sickle Cell,
2011-2012,FFS,9,Blood Lead,
2011-2012,FFS,9,Lead Test,0
2011-2012,FFS,9,Lead Referral,
2011-2012,FFS,9,""VDRL, RPR, ART"",0
2011-2012,FFS,9,Gonorrhea,0
2011-2012,FFS,9,Pap Smear,0
2011-2012,FFS,9,Chlamydia,
2011-2012,FFS,9,Pelvic Exam,0
2011-2012,FFS,9,Ova/ Parasites,0
2011-2012,FFS,9,Total Cholesterol,34
2011-2012,FFS,10,Sickle Cell,
2011-2012,FFS,10,Blood Lead,
2011-2012,FFS,10,Lead Test,
2011-2012,FFS,10,Lead Referral,
2011-2012,FFS,10,""VDRL, RPR, ART"",
2011-2012,FFS,10,Gonorrhea,0
2011-2012,FFS,10,Pap Smear,0
2011-2012,FFS,10,Chlamydia,
2011-2012,FFS,10,Pelvic Exam,0
2011-2012,FFS,10,Ova/ Parasites,0
2011-2012,FFS,10,Total Cholesterol,50
2011-2012,FFS,11,Sickle Cell,
2011-2012,FFS,11,Blood Lead,
2011-2012,FFS,11,Lead Test,
2011-2012,FFS,11,Lead Referral,
2011-2012,FFS,11,""VDRL, RPR, ART"",
2011-2012,FFS,11,Gonorrhea,
2011-2012,FFS,11,Pap Smear,0
2011-2012,FFS,11,Chlamydia,15
2011-2012,FFS,11,Pelvic Exam,0
2011-2012,FFS,11,Ova/ Parasites,0
2011-2012,FFS,11,Total Cholesterol,62
2011-2012,FFS,12,Sickle Cell,
2011-2012,FFS,12,Blood Lead,
2011-2012,FFS,12,Lead Test,
2011-2012,FFS,12,Lead Referral,
2011-2012,FFS,12,""VDRL, RPR, ART"",
2011-2012,FFS,12,Gonorrhea,12
2011-2012,FFS,12,Pap Smear,0
2011-2012,FFS,12,Chlamydia,20
2011-2012,FFS,12,Pelvic Exam,
2011-2012,FFS,12,Ova/ Parasites,
2011-2012,FFS,12,Total Cholesterol,50
2011-2012,FFS,13,Sickle Cell,0
2011-2012,FFS,13,Blood Lead,0
2011-2012,FFS,13,Lead Test,
2011-2012,FFS,13,Lead Referral,0
2011-2012,FFS,13,""VDRL, RPR, ART"",
2011-2012,FFS,13,Gonorrhea,18
2011-2012,FFS,13,Pap Smear,0
2011-2012,FFS,13,Chlamydia,24
2011-2012,FFS,13,Pelvic Exam,0
2011-2012,FFS,13,Ova/ Parasites,0
2011-2012,FFS,13,Total Cholesterol,64
2011-2012,FFS,14,Sickle Cell,0
2011-2012,FFS,14,Blood Lead,
2011-2012,FFS,14,Lead Test,
2011-2012,FFS,14,Lead Referral,
2011-2012,FFS,14,""VDRL, RPR, ART"",
2011-2012,FFS,14,Gonorrhea,49
2011-2012,FFS,14,Pap Smear,
2011-2012,FFS,14,Chlamydia,58
2011-2012,FFS,14,Pelvic Exam,0
2011-2012,FFS,14,Ova/ Parasites,
2011-2012,FFS,14,Total Cholesterol,61
2011-2012,FFS,15,Sickle Cell,
2011-2012,FFS,15,Blood Lead,
2011-2012,FFS,15,Lead Test,19
2011-2012,FFS,15,Lead Referral,
2011-2012,FFS,15,""VDRL, RPR, ART"",19
2011-2012,FFS,15,Gonorrhea,79
2011-2012,FFS,15,Pap Smear,
2011-2012,FFS,15,Chlamydia,115
2011-2012,FFS,15,Pelvic Exam,
2011-2012,FFS,15,Ova/ Parasites,0
2011-2012,FFS,15,Total Cholesterol,87
2011-2012,FFS,16,Sickle Cell,
2011-2012,FFS,16,Blood Lead,
2011-2012,FFS,16,Lead Test,43
2011-2012,FFS,16,Lead Referral,
2011-2012,FFS,16,""VDRL, RPR, ART"",43
2011-2012,FFS,16,Gonorrhea,108
2011-2012,FFS,16,Pap Smear,
2011-2012,FFS,16,Chlamydia,135
2011-2012,FFS,16,Pelvic Exam,
2011-2012,FFS,16,Ova/ Parasites,0
2011-2012,FFS,16,Total Cholesterol,102
2011-2012,FFS,17,Sickle Cell,
2011-2012,FFS,17,Blood Lead,
2011-2012,FFS,17,Lead Test,54
2011-2012,FFS,17,Lead Referral,
2011-2012,FFS,17,""VDRL, RPR, ART"",54
2011-2012,FFS,17,Gonorrhea,115
2011-2012,FFS,17,Pap Smear,
2011-2012,FFS,17,Chlamydia,159
2011-2012,FFS,17,Pelvic Exam,
2011-2012,FFS,17,Ova/ Parasites,0
2011-2012,FFS,17,Total Cholesterol,84
2011-2012,FFS,18,Sickle Cell,0
2011-2012,FFS,18,Blood Lead,
2011-2012,FFS,18,Lead Test,42
2011-2012,FFS,18,Lead Referral,
2011-2012,FFS,18,""VDRL, RPR, ART"",42
2011-2012,FFS,18,Gonorrhea,74
2011-2012,FFS,18,Pap Smear,
2011-2012,FFS,18,Chlamydia,94
2011-2012,FFS,18,Pelvic Exam,
2011-2012,FFS,18,Ova/ Parasites,0
2011-2012,FFS,18,Total Cholesterol,47
2011-2012,FFS,19,Sickle Cell,0
2011-2012,FFS,19,Blood Lead,0
2011-2012,FFS,19,Lead Test,
2011-2012,FFS,19,Lead Referral,0
2011-2012,FFS,19,""VDRL, RPR, ART"",
2011-2012,FFS,19,Gonorrhea,19
2011-2012,FFS,19,Pap Smear,
2011-2012,FFS,19,Chlamydia,25
2011-2012,FFS,19,Pelvic Exam,
2011-2012,FFS,19,Ova/ Parasites,0
2011-2012,FFS,19,Total Cholesterol,
2011-2012,FFS,20,Sickle Cell,0
2011-2012,FFS,20,Blood Lead,0
2011-2012,FFS,20,Lead Test,
2011-2012,FFS,20,Lead Referral,0
2011-2012,FFS,20,""VDRL, RPR, ART"",
2011-2012,FFS,20,Gonorrhea,
2011-2012,FFS,20,Pap Smear,0
2011-2012,FFS,20,Chlamydia,
2011-2012,FFS,20,Pelvic Exam,
2011-2012,FFS,20,Ova/ Parasites,0
2011-2012,FFS,20,Total Cholesterol,
2011-2012,FFS,UNKNOWN,Sickle Cell,0
2011-2012,FFS,UNKNOWN,Blood Lead,0
2011-2012,FFS,UNKNOWN,Lead Test,0
2011-2012,FFS,UNKNOWN,Lead Referral,0
2011-2012,FFS,UNKNOWN,""VDRL, RPR, ART"",0
2011-2012,FFS,UNKNOWN,Gonorrhea,0
2011-2012,FFS,UNKNOWN,Pap Smear,0
2011-2012,FFS,UNKNOWN,Chlamydia,0
2011-2012,FFS,UNKNOWN,Pelvic Exam,0
2011-2012,FFS,UNKNOWN,Ova/ Parasites,0
2011-2012,FFS,UNKNOWN,Total Cholesterol,0
2011-2012,GFS,0,Sickle Cell,
2011-2012,GFS,0,Blood Lead,68
2011-2012,GFS,0,Lead Test,
2011-2012,GFS,0,Lead Referral,68
2011-2012,GFS,0,""VDRL, RPR, ART"",
2011-2012,GFS,0,Gonorrhea,
2011-2012,GFS,0,Pap Smear,0
2011-2012,GFS,0,Chlamydia,
2011-2012,GFS,0,Pelvic Exam,0
2011-2012,GFS,0,Ova/ Parasites,15
2011-2012,GFS,0,Total Cholesterol,
2011-2012,GFS,1,Sickle Cell,31
2011-2012,GFS,1,Blood Lead,
2011-2012,GFS,1,Lead Test,
2011-2012,GFS,1,Lead Referral,
2011-2012,GFS,1,""VDRL, RPR, ART"",
2011-2012,GFS,1,Gonorrhea,0
2011-2012,GFS,1,Pap Smear,
2011-2012,GFS,1,Chlamydia,
2011-2012,GFS,1,Pelvic Exam,
2011-2012,GFS,1,Ova/ Parasites,
2011-2012,GFS,1,Total Cholesterol,
2011-2012,GFS,2,Sickle Cell,17
2011-2012,GFS,2,Blood Lead,
2011-2012,GFS,2,Lead Test,
2011-2012,GFS,2,Lead Referral,
2011-2012,GFS,2,""VDRL, RPR, ART"",
2011-2012,GFS,2,Gonorrhea,
2011-2012,GFS,2,Pap Smear,
2011-2012,GFS,2,Chlamydia,
2011-2012,GFS,2,Pelvic Exam,
2011-2012,GFS,2,Ova/ Parasites,
2011-2012,GFS,2,Total Cholesterol,28
2011-2012,GFS,3,Sickle Cell,14
2011-2012,GFS,3,Blood Lead,
2011-2012,GFS,3,Lead Test,0
2011-2012,GFS,3,Lead Referral,
2011-2012,GFS,3,""VDRL, RPR, ART"",0
2011-2012,GFS,3,Gonorrhea,0
2011-2012,GFS,3,Pap Smear,0
2011-2012,GFS,3,Chlamydia,
2011-2012,GFS,3,Pelvic Exam,0
2011-2012,GFS,3,Ova/ Parasites,
2011-2012,GFS,3,Total Cholesterol,52
2011-2012,GFS,4,Sickle Cell,
2011-2012,GFS,4,Blood Lead,
2011-2012,GFS,4,Lead Test,0
2011-2012,GFS,4,Lead Referral,
2011-2012,GFS,4,""VDRL, RPR, ART"",0
2011-2012,GFS,4,Gonorrhea,0
2011-2012,GFS,4,Pap Smear,0
2011-2012,GFS,4,Chlamydia,
2011-2012,GFS,4,Pelvic Exam,0
2011-2012,GFS,4,Ova/ Parasites,
2011-2012,GFS,4,Total Cholesterol,103
2011-2012,GFS,5,Sickle Cell,14
2011-2012,GFS,5,Blood Lead,
2011-2012,GFS,5,Lead Test,
2011-2012,GFS,5,Lead Referral,
2011-2012,GFS,5,""VDRL, RPR, ART"",
2011-2012,GFS,5,Gonorrhea,0
2011-2012,GFS,5,Pap Smear,
2011-2012,GFS,5,Chlamydia,
2011-2012,GFS,5,Pelvic Exam,0
2011-2012,GFS,5,Ova/ Parasites,
2011-2012,GFS,5,Total Cholesterol,114
2011-2012,GFS,6,Sickle Cell,
2011-2012,GFS,6,Blood Lead,57
2011-2012,GFS,6,Lead Test,
2011-2012,GFS,6,Lead Referral,57
2011-2012,GFS,6,""VDRL, RPR, ART"",
2011-2012,GFS,6,Gonorrhea,0
2011-2012,GFS,6,Pap Smear,
2011-2012,GFS,6,Chlamydia,0
2011-2012,GFS,6,Pelvic Exam,0
2011-2012,GFS,6,Ova/ Parasites,
2011-2012,GFS,6,Total Cholesterol,135
2011-2012,GFS,7,Sickle Cell,
2011-2012,GFS,7,Blood Lead,26
2011-2012,GFS,7,Lead Test,0
2011-2012,GFS,7,Lead Referral,26
2011-2012,GFS,7,""VDRL, RPR, ART"",0
2011-2012,GFS,7,Gonorrhea,
2011-2012,GFS,7,Pap Smear,0
2011-2012,GFS,7,Chlamydia,
2011-2012,GFS,7,Pelvic Exam,0
2011-2012,GFS,7,Ova/ Parasites,
2011-2012,GFS,7,Total Cholesterol,186
2011-2012,GFS,8,Sickle Cell,
2011-2012,GFS,8,Blood Lead,15
2011-2012,GFS,8,Lead Test,
2011-2012,GFS,8,Lead Referral,15
2011-2012,GFS,8,""VDRL, RPR, ART"",
2011-2012,GFS,8,Gonorrhea,
2011-2012,GFS,8,Pap Smear,0
2011-2012,GFS,8,Chlamydia,
2011-2012,GFS,8,Pelvic Exam,0
2011-2012,GFS,8,Ova/ Parasites,
2011-2012,GFS,8,Total Cholesterol,214
2011-2012,GFS,9,Sickle Cell,
2011-2012,GFS,9,Blood Lead,
2011-2012,GFS,9,Lead Test,
2011-2012,GFS,9,Lead Referral,
2011-2012,GFS,9,""VDRL, RPR, ART"",
2011-2012,GFS,9,Gonorrhea,0
2011-2012,GFS,9,Pap Smear,0
2011-2012,GFS,9,Chlamydia,0
2011-2012,GFS,9,Pelvic Exam,0
2011-2012,GFS,9,Ova/ Parasites,
2011-2012,GFS,9,Total Cholesterol,286
2011-2012,GFS,10,Sickle Cell,
2011-2012,GFS,10,Blood Lead,12
2011-2012,GFS,10,Lead Test,
2011-2012,GFS,10,Lead Referral,12
2011-2012,GFS,10,""VDRL, RPR, ART"",
2011-2012,GFS,10,Gonorrhea,
2011-2012,GFS,10,Pap Smear,0
2011-2012,GFS,10,Chlamydia,
2011-2012,GFS,10,Pelvic Exam,0
2011-2012,GFS,10,Ova/ Parasites,
2011-2012,GFS,10,Total Cholesterol,326
2011-2012,GFS,11,Sickle Cell,
2011-2012,GFS,11,Blood Lead,20
2011-2012,GFS,11,Lead Test,
2011-2012,GFS,11,Lead Referral,20
2011-2012,GFS,11,""VDRL, RPR, ART"",
2011-2012,GFS,11,Gonorrhea,
2011-2012,GFS,11,Pap Smear,0
2011-2012,GFS,11,Chlamydia,
2011-2012,GFS,11,Pelvic Exam,0
2011-2012,GFS,11,Ova/ Parasites,
2011-2012,GFS,11,Total Cholesterol,516
2011-2012,GFS,12,Sickle Cell,
2011-2012,GFS,12,Blood Lead,20
2011-2012,GFS,12,Lead Test,
2011-2012,GFS,12,Lead Referral,20
2011-2012,GFS,12,""VDRL, RPR, ART"",
2011-2012,GFS,12,Gonorrhea,61
2011-2012,GFS,12,Pap Smear,0
2011-2012,GFS,12,Chlamydia,84
2011-2012,GFS,12,Pelvic Exam,
2011-2012,GFS,12,Ova/ Parasites,
2011-2012,GFS,12,Total Cholesterol,556
2011-2012,GFS,13,Sickle Cell,
2011-2012,GFS,13,Blood Lead,
2011-2012,GFS,13,Lead Test,24
2011-2012,GFS,13,Lead Referral,
2011-2012,GFS,13,""VDRL, RPR, ART"",24
2011-2012,GFS,13,Gonorrhea,73
2011-2012,GFS,13,Pap Smear,
2011-2012,GFS,13,Chlamydia,96
2011-2012,GFS,13,Pelvic Exam,0
2011-2012,GFS,13,Ova/ Parasites,
2011-2012,GFS,13,Total Cholesterol,454
2011-2012,GFS,14,Sickle Cell,
2011-2012,GFS,14,Blood Lead,21
2011-2012,GFS,14,Lead Test,47
2011-2012,GFS,14,Lead Referral,21
2011-2012,GFS,14,""VDRL, RPR, ART"",47
2011-2012,GFS,14,Gonorrhea,214
2011-2012,GFS,14,Pap Smear,
2011-2012,GFS,14,Chlamydia,235
2011-2012,GFS,14,Pelvic Exam,
2011-2012,GFS,14,Ova/ Parasites,
2011-2012,GFS,14,Total Cholesterol,518
2011-2012,GFS,15,Sickle Cell,
2011-2012,GFS,15,Blood Lead,21
2011-2012,GFS,15,Lead Test,124
2011-2012,GFS,15,Lead Referral,21
2011-2012,GFS,15,""VDRL, RPR, ART"",124
2011-2012,GFS,15,Gonorrhea,2159
2011-2012,GFS,15,Pap Smear,
2011-2012,GFS,15,Chlamydia,2198
2011-2012,GFS,15,Pelvic Exam,
2011-2012,GFS,15,Ova/ Parasites,
2011-2012,GFS,15,Total Cholesterol,542
2011-2012,GFS,16,Sickle Cell,12
2011-2012,GFS,16,Blood Lead,17
2011-2012,GFS,16,Lead Test,213
2011-2012,GFS,16,Lead Referral,17
2011-2012,GFS,16,""VDRL, RPR, ART"",213
2011-2012,GFS,16,Gonorrhea,2850
2011-2012,GFS,16,Pap Smear,
2011-2012,GFS,16,Chlamydia,2910
2011-2012,GFS,16,Pelvic Exam,
2011-2012,GFS,16,Ova/ Parasites,
2011-2012,GFS,16,Total Cholesterol,521
2011-2012,GFS,17,Sickle Cell,
2011-2012,GFS,17,Blood Lead,19
2011-2012,GFS,17,Lead Test,486
2011-2012,GFS,17,Lead Referral,19
2011-2012,GFS,17,""VDRL, RPR, ART"",486
2011-2012,GFS,17,Gonorrhea,2452
2011-2012,GFS,17,Pap Smear,
2011-2012,GFS,17,Chlamydia,2479
2011-2012,GFS,17,Pelvic Exam,12
2011-2012,GFS,17,Ova/ Parasites,14
2011-2012,GFS,17,Total Cholesterol,488
2011-2012,GFS,18,Sickle Cell,
2011-2012,GFS,18,Blood Lead,19
2011-2012,GFS,18,Lead Test,1112
2011-2012,GFS,18,Lead Referral,19
2011-2012,GFS,18,""VDRL, RPR, ART"",1112
2011-2012,GFS,18,Gonorrhea,1275
2011-2012,GFS,18,Pap Smear,
2011-2012,GFS,18,Chlamydia,1299
2011-2012,GFS,18,Pelvic Exam,17
2011-2012,GFS,18,Ova/ Parasites,
2011-2012,GFS,18,Total Cholesterol,312
2011-2012,GFS,19,Sickle Cell,0
2011-2012,GFS,19,Blood Lead,0
2011-2012,GFS,19,Lead Test,0
2011-2012,GFS,19,Lead Referral,0
2011-2012,GFS,19,""VDRL, RPR, ART"",0
2011-2012,GFS,19,Gonorrhea,0
2011-2012,GFS,19,Pap Smear,0
2011-2012,GFS,19,Chlamydia,0
2011-2012,GFS,19,Pelvic Exam,0
2011-2012,GFS,19,Ova/ Parasites,0
2011-2012,GFS,19,Total Cholesterol,0
2011-2012,GFS,20,Sickle Cell,0
2011-2012,GFS,20,Blood Lead,0
2011-2012,GFS,20,Lead Test,0
2011-2012,GFS,20,Lead Referral,0
2011-2012,GFS,20,""VDRL, RPR, ART"",0
2011-2012,GFS,20,Gonorrhea,0
2011-2012,GFS,20,Pap Smear,0
2011-2012,GFS,20,Chlamydia,0
2011-2012,GFS,20,Pelvic Exam,0
2011-2012,GFS,20,Ova/ Parasites,0
2011-2012,GFS,20,Total Cholesterol,0
2011-2012,GFS,UNKNOWN,Sickle Cell,0
2011-2012,GFS,UNKNOWN,Blood Lead,0
2011-2012,GFS,UNKNOWN,Lead Test,0
2011-2012,GFS,UNKNOWN,Lead Referral,0
2011-2012,GFS,UNKNOWN,""VDRL, RPR, ART"",0
2011-2012,GFS,UNKNOWN,Gonorrhea,0
2011-2012,GFS,UNKNOWN,Pap Smear,0
2011-2012,GFS,UNKNOWN,Chlamydia,0
2011-2012,GFS,UNKNOWN,Pelvic Exam,0
2011-2012,GFS,UNKNOWN,Ova/ Parasites,0
2011-2012,GFS,UNKNOWN,Total Cholesterol,0
2011-2012,IFS,0,Sickle Cell,17
2011-2012,IFS,0,Blood Lead,875
2011-2012,IFS,0,Lead Test,14
2011-2012,IFS,0,Lead Referral,875
2011-2012,IFS,0,""VDRL, RPR, ART"",14
2011-2012,IFS,0,Gonorrhea,
2011-2012,IFS,0,Pap Smear,
2011-2012,IFS,0,Chlamydia,
2011-2012,IFS,0,Pelvic Exam,
2011-2012,IFS,0,Ova/ Parasites,
2011-2012,IFS,0,Total Cholesterol,366
2011-2012,IFS,1,Sickle Cell,174
2011-2012,IFS,1,Blood Lead,6266
2011-2012,IFS,1,Lead Test,
2011-2012,IFS,1,Lead Referral,6266
2011-2012,IFS,1,""VDRL, RPR, ART"",
2011-2012,IFS,1,Gonorrhea,
2011-2012,IFS,1,Pap Smear,
2011-2012,IFS,1,Chlamydia,34
2011-2012,IFS,1,Pelvic Exam,
2011-2012,IFS,1,Ova/ Parasites,53
2011-2012,IFS,1,Total Cholesterol,440
2011-2012,IFS,2,Sickle Cell,52
2011-2012,IFS,2,Blood Lead,4838
2011-2012,IFS,2,Lead Test,
2011-2012,IFS,2,Lead Referral,4838
2011-2012,IFS,2,""VDRL, RPR, ART"",
2011-2012,IFS,2,Gonorrhea,0
2011-2012,IFS,2,Pap Smear,
2011-2012,IFS,2,Chlamydia,
2011-2012,IFS,2,Pelvic Exam,
2011-2012,IFS,2,Ova/ Parasites,43
2011-2012,IFS,2,Total Cholesterol,270
2011-2012,IFS,3,Sickle Cell,39
2011-2012,IFS,3,Blood Lead,1999
2011-2012,IFS,3,Lead Test,
2011-2012,IFS,3,Lead Referral,1999
2011-2012,IFS,3,""VDRL, RPR, ART"",
2011-2012,IFS,3,Gonorrhea,0
2011-2012,IFS,3,Pap Smear,
2011-2012,IFS,3,Chlamydia,
2011-2012,IFS,3,Pelvic Exam,
2011-2012,IFS,3,Ova/ Parasites,44
2011-2012,IFS,3,Total Cholesterol,365
2011-2012,IFS,4,Sickle Cell,39
2011-2012,IFS,4,Blood Lead,1805
2011-2012,IFS,4,Lead Test,
2011-2012,IFS,4,Lead Referral,1805
2011-2012,IFS,4,""VDRL, RPR, ART"",
2011-2012,IFS,4,Gonorrhea,
2011-2012,IFS,4,Pap Smear,
2011-2012,IFS,4,Chlamydia,
2011-2012,IFS,4,Pelvic Exam,
2011-2012,IFS,4,Ova/ Parasites,32
2011-2012,IFS,4,Total Cholesterol,635
2011-2012,IFS,5,Sickle Cell,12
2011-2012,IFS,5,Blood Lead,882
2011-2012,IFS,5,Lead Test,
2011-2012,IFS,5,Lead Referral,882
2011-2012,IFS,5,""VDRL, RPR, ART"",
2011-2012,IFS,5,Gonorrhea,
2011-2012,IFS,5,Pap Smear,
2011-2012,IFS,5,Chlamydia,
2011-2012,IFS,5,Pelvic Exam,
2011-2012,IFS,5,Ova/ Parasites,21
2011-2012,IFS,5,Total Cholesterol,509
2011-2012,IFS,6,Sickle Cell,13
2011-2012,IFS,6,Blood Lead,215
2011-2012,IFS,6,Lead Test,
2011-2012,IFS,6,Lead Referral,215
2011-2012,IFS,6,""VDRL, RPR, ART"",
2011-2012,IFS,6,Gonorrhea,
2011-2012,IFS,6,Pap Smear,
2011-2012,IFS,6,Chlamydia,
2011-2012,IFS,6,Pelvic Exam,
2011-2012,IFS,6,Ova/ Parasites,
2011-2012,IFS,6,Total Cholesterol,495
2011-2012,IFS,7,Sickle Cell,
2011-2012,IFS,7,Blood Lead,72
2011-2012,IFS,7,Lead Test,
2011-2012,IFS,7,Lead Referral,72
2011-2012,IFS,7,""VDRL, RPR, ART"",
2011-2012,IFS,7,Gonorrhea,
2011-2012,IFS,7,Pap Smear,
2011-2012,IFS,7,Chlamydia,
2011-2012,IFS,7,Pelvic Exam,0
2011-2012,IFS,7,Ova/ Parasites,
2011-2012,IFS,7,Total Cholesterol,459
2011-2012,IFS,8,Sickle Cell,
2011-2012,IFS,8,Blood Lead,32
2011-2012,IFS,8,Lead Test,
2011-2012,IFS,8,Lead Referral,32
2011-2012,IFS,8,""VDRL, RPR, ART"",
2011-2012,IFS,8,Gonorrhea,
2011-2012,IFS,8,Pap Smear,
2011-2012,IFS,8,Chlamydia,
2011-2012,IFS,8,Pelvic Exam,
2011-2012,IFS,8,Ova/ Parasites,
2011-2012,IFS,8,Total Cholesterol,437
2011-2012,IFS,9,Sickle Cell,
2011-2012,IFS,9,Blood Lead,19
